6.829336258475862120e-01 4.278236310321275604e-01 -6.743962125021242260e-01 -2.833963158081577727e-01 -2.810554491201660010e-01 -4.336233595530968321e-01 1.913438134997614282e-01 1.229487897281862363e-01 1.029455655271090814e-01
8.878676985773612529e-01 -9.193977002847672497e-02 6.376216957530871365e-01 3.620874913048663934e-01 1.577402754242303307e-02 5.381621612524051246e-01 -4.078731876362107212e-02 -1.848767460129287915e-02 9.378378007279406514e-01
-4.767888765072285651e-01 4.463960059326818053e-01 -2.219905827444711988e-01 -3.816692075131300488e-03 -1.713948182216151750e-02 4.145867185528096521e-01 -8.030348735867388621e-01 -3.806860128365842089e-01 3.398362227955165071e-01
5.824175972772051013e-01 7.754038135772928914e-03 -4.213681583934092423e-01 -3.909535395570258309e-01 2.270600655998072370e-01 -4.449907123175375623e-02 1.261403740290624742e-01 -4.214849738214015429e-01 -5.215282614737585254e-01
-3.795050698615072826e-01 -1.222681892913735968e+00 -4.420735307164979089e-01 2.021521406188337422e-01 2.900436161516427025e-01 -1.837294423344626448e-02 -4.461717519761658757e-01 8.543495944997344660e-01 -3.400475234331395424e-01
1.351180300917565469e-01 7.007846621689839406e-02 -1.504831848341117717e-01 4.655959580147180366e-01 -9.318643152007586306e-01 -1.296577528115129829e-01 6.759773853695789647e-01 -4.519235167568304984e-02 3.784682729874685458e-01
3.505340051443972538e-02 4.012663010202245362e-01 -2.792918567079058501e-01 3.147002038482749620e-01 5.062726157362689161e-01 -6.805241245599262800e-01 -1.818555770251638615e-01 -4.995447528840772367e-01 1.429379568445743320e-02
-4.769102049916087438e-01 6.697399346840185452e-02 4.685798490240333791e-01 -1.718206705955496044e-02 -3.934499111636778901e-01 -4.212320592763831861e-01 -9.458315138701628433e-05 -7.309091393840057016e-01 2.429532344668806076e-01
-2.001831695114243415e-01 -5.818358097701977760e-01 1.023542287482623325e-02 -4.127631768155127778e-01 4.833985987927214012e-01 -1.591538160560965753e-01 -4.601099878509782304e-01 1.628457889011753479e-01 1.461658022858494110e-01
-1.938156232220740183e-01 -5.339299947650020250e-01 2.906970351270344866e-01 -5.209081549229831465e-01 2.414223708080357189e-01 -1.014376341630337741e+00 -2.790043062694844145e-02 4.757234217560606104e-02 -2.308276458128893649e-01
