3.613810971015991164e-02 1.381484085803136308e-01 2.952260803767129960e-01 -2.672069157851509891e-01 4.468509310489343078e-01 -2.025440179708026811e-01 3.182009441956168416e-02 -2.149357956936488040e-02 -1.214650397716299929e-01 -2.453142767648028300e-02 1.427809344190875962e-01 8.687780409733922293e-02 1.771183813956681563e-01 1.896360694683221770e-02 2.300152673333960840e-01 -1.741865268883480422e-01 1.554370319784543486e-01
-2.793260425447418038e-01 -1.443263338494278625e-01 6.530778228699907206e-01 -5.437932378347694051e-01 4.815214327568192454e-01 1.913366886134367992e-02 -4.983057225349215580e-01 2.160888268844359528e-01 5.819309816643242206e-01 5.342422482327607858e-03 -1.003815769484179138e-01 1.856517091381860718e-01 3.550765166033142406e-01 1.680079148610134632e-01 -5.687808218567067531e-01 -1.963510768480705715e-02 1.759899759618590437e-02
3.055876982363549543e-01 5.277886346415421315e-01 3.366510538225248039e-02 1.231737099201417190e-01 -2.950580222839438438e-02 -2.694576358006920414e-01 2.342405158717113245e-02 -5.508201318026886284e-01 1.877723705785633648e-02 -7.043939644940992728e-02 1.611523623880855016e-01 -5.246113348457143166e-02 -4.358755466714178128e-01 -1.900883478337561661e-01 -2.010627372018591319e-01 2.508251445160435966e-01 -1.874686324141174310e-01
-1.780884072439359866e-01 -4.038151819318682723e-01 -1.975853236733801088e-01 3.138481424800949604e-01 -4.168796187637860973e-01 5.786583908076807781e-01 6.954058809535196284e-02 -1.072134924490935060e-01 -7.709192098353832012e-01 3.642125830708201617e-01 1.687394735590370121e-01 -4.117857088746831873e-01 -5.560402730828829521e-01 1.128515325200656408e-02 -3.959136729016361489e-01 8.237258184097262514e-03 -6.048555165267373995e-02
-1.742105815706898042e-01 4.619583507867489613e-01 2.007403134509212483e-01 1.791267502944729473e-01 1.368742672208869970e-01 5.066649831931309411e-02 2.604716050461307608e-01 -2.986007036344713872e-01 1.061872157317683002e-01 -2.270808681476501889e-01 2.984017119653212258e-01 1.172617120965123438e-01 3.226954582651529735e-02 7.644647398982791497e-02 -3.218472838964733240e-01 -4.467247914418694954e-01 4.209174363100203764e-01
1.479980583029765762e-01 1.034697274783262511e-02 2.585869614552737117e-01 -6.286906638844803538e-03 2.410930545400015168e-01 -6.167322393129795466e-02 -7.152861273558645816e-02 1.503772222031110606e-01 -2.763296611291050087e-01 1.527886087392796577e-01 -3.294822810882100939e-01 -3.786272814547148036e-01 -5.958617163665286265e-02 -1.173302541247043529e-01 -2.284749645084473979e-01 4.508713573219594872e-01 -4.269948820784470744e-02
-9.155697103652871149e-02 9.877118586893046670e-02 -5.034948037742823512e-01 1.164359737339870637e-01 4.289576808509559247e-01 1.501868560660960250e-01 2.054934057793927626e-01 9.165163052394155463e-03 4.790617183056111172e-01 -4.544107112579688357e-01 -3.370545671692365408e-01 2.905631330977222482e-01 -2.135161078176424088e-01 -1.602641144975157361e-01 5.273127987854540066e-01 1.080231627585678256e-01 -1.307727091939971942e-01
3.023342126778208461e-02 4.950559274446133529e-01 3.436786210340935649e-02 -4.341591526220826835e-02 -2.792563769435157939e-01 3.044506766017289756e-01 -5.890026432027022085e-02 4.428233035682649366e-01 -2.657284065024413389e-01 5.223607597730217655e-01 2.032122833275688267e-01 4.527983240991191594e-03 -2.799015760153615306e-01 -2.159664554728850938e-01 -3.303301934397101514e-01 5.187957603270736406e-01 -1.756027369799482429e-01
-2.352002228648290560e-01 -4.509347154524436241e-01 3.023560933974948073e-01 -1.820583925495519173e-01 -2.211890543373440376e-01 -5.124058091448024932e-02 -5.429130717128846650e-03 5.790478866067171049e-02 2.362421557272642580e-01 3.186724381751648294e-01 3.960940786009606307e-02 -6.765569904690774128e-02 1.340432953158346430e-03 6.666907976688646320e-01 1.030536692904338025e-02 2.089391504323628856e-01 -3.019457934549782951e-01
-2.296839287679699748e-01 -4.609127201642315708e-02 -2.973441978869698077e-01 1.621586202912528307e-03 -5.970837709908369956e-02 2.614519666302049794e-01 -8.099917089061926118e-03 1.039917879054856262e-02 -9.560896303627638981e-02 6.871965918684139196e-02 -2.030440220900671666e-01 1.440540011090735706e-01 6.978397779811694457e-02 -2.534137585607970089e-01 -2.663550297440958961e-02 -1.376411759948147628e-01 -6.516621987831112961e-02
