-1.853019264269212263e-02 1.862823321537007346e-02 6.201128274015792197e-02 1.606506229247389034e-02 1.669752580009342680e-03 -2.879778350167238460e-02 -1.346668720452088089e-02 -2.216033633859851998e-02 1.073196839305757058e-03 -1.266909125948447942e-03 -6.604595305326414756e-02 8.335369436124159814e-03 5.762483785312532553e-03 9.328410810124813241e-03 1.276229437315996168e-03 -7.161764609315272000e-03 8.809323949126954961e-04 9.426374114915536673e-02 -1.116198509498437033e-02 -1.996857736884603135e-02 -3.546385008484350364e-03 3.858024299508006072e-02 -8.100018996866739651e-02 -4.671893006081269395e-02 -8.114957951144811249e-03 -3.665359013308595870e-02 8.668382520033424826e-03 -2.990019948208584577e-03 4.719619832430944906e-05 -1.053342952757066880e-01 -7.588915707570098590e-02 4.139677942055228557e-03 -2.981275270940543162e-02 2.990758299419009336e-02 2.088873009997319063e-02 5.392412960210096751e-02 -7.035438011937766509e-03 5.331546435495257419e-02 -1.814684035436831856e-03 -2.567105685315976792e-03 -8.296140339225151900e-03 -5.029094322098909969e-02 1.910205223711836792e-02 5.781714732613500718e-02 -1.049884659480236973e-03 -1.601114251128171045e-03 -8.507147148036794254e-03 -8.158646817902759710e-03 -4.066025946286923841e-03 -8.049943666238925516e-03 -7.314139601394036884e-03 7.271434535979351410e-02
-4.855858808009556188e-03 -2.068955694283294844e-03 -3.694109522627634853e-03 -5.074703726869318060e-03 1.364528044696145526e-01 1.406350469181078325e-03 3.628144392616416969e-02 -3.303245340179997679e-03 7.555185858136026500e-03 5.062347691478739919e-02 5.905435762099713048e-02 9.169350739058806932e-02 3.219716644039209014e-02 -4.216445923126509177e-02 -3.068044400690751218e-03 -8.724430382299171172e-02 6.717399110155633513e-03 7.786018910817908700e-02 1.167936918264333990e-04 -7.249603772562610536e-03 -1.471798406250654501e-03 3.095989148905310337e-02 -8.429039195050298805e-02 -8.099456366961790832e-02 -6.130430697540293836e-03 5.791651688546125415e-02 5.161074808806848623e-03 -8.901064682638544501e-02 -8.158038622293253828e-02 8.659069773314410912e-04 8.254532327009980047e-03 1.243933747239793497e-03 -8.128071012001393536e-03 2.272530236759270211e-02 7.639504002196317867e-02 2.335603013189150451e-02 -2.218650276346231798e-02 7.797410861220412104e-03 -4.261628101348233222e-02 -5.043616018896128483e-04 8.082629128242899835e-03 -8.454843131274132617e-02 3.729936870339043559e-03 -8.825861184837648088e-02 -1.424065650344692778e-03 8.376140363647284481e-02 -2.445761505775105246e-02 -2.783178693778679685e-02 4.774842056036168389e-03 -6.557779072565642423e-03 4.172737537669914815e-02 8.410847779463756502e-03
6.255433692374395144e-03 -2.056574956743936061e-04 6.293398433395432090e-02 2.785183328213390597e-03 -9.137497951601398008e-03 -2.648891266577405382e-02 4.429200417435510094e-03 9.805057928919541643e-02 3.116004367237242695e-02 5.309198324347178671e-03 -9.445378793655218735e-03 8.062393537049905579e-03 4.909553675323213850e-02 9.147697644941560347e-02 -5.299641489671259170e-04 8.697379363049829656e-04 -9.547453981967383291e-03 -8.950900087766433533e-02 -1.051313391714745055e-01 5.841029052442062164e-03 6.674467859606382503e-03 -5.884792383062917125e-03 -9.458379208678884334e-03 -4.004001899654086039e-02 -1.303202563408200620e-01 6.068955385271367076e-02 9.811098042555527199e-02 -5.773362733914492312e-02 1.752656237362067507e-03 2.054067107505132272e-02 -6.044382935611977703e-03 -3.740369141411407916e-02 2.805999426592520329e-02 8.836724240352247794e-02 -1.898926318823506154e-01 7.743890887268618795e-02 5.433205156397631630e-02 2.342541735494158700e-04 -3.621251003085778838e-03 -4.363647499285761011e-02 6.720919401415760552e-02 -7.938000940863353116e-02 -7.784038715275926230e-03 -1.690542507343470793e-03 -5.732936225977440514e-02 9.008171821594689044e-02 4.965235095111673880e-03 1.644408210657991032e-03 -3.321211384676579781e-02 2.459102005617563869e-02 -1.642461767005084020e-03 -1.219891163343136617e-02
-7.049396429986926060e-02 3.397234060264125999e-03 -8.548743403879453459e-03 8.481181556904922314e-03 -1.852659258981633958e-02 -4.363743219112445858e-03 2.568375335962654743e-03 8.790698455356609625e-03 1.048149885212246689e-02 -4.405478448612967085e-04 -2.503038199803219940e-03 2.507790380635799982e-03 -2.034214400403015766e-02 -6.041930087510607311e-03 6.800272599591465628e-02 -8.223678040346826465e-03 -1.011964139390125403e-02 9.475206438131671127e-02 4.437344180324336376e-03 3.462035751749769664e-03 -3.360786587584442542e-02 -8.932090910631962366e-03 -1.492772020237464331e-03 7.813039173534843534e-03 6.355032160252609835e-03 8.653578666583183060e-03 -3.353820005813449440e-02 9.491848455060857698e-03 -7.862562772423661514e-03 -4.799150177612972190e-02 -5.451227620547884761e-02 -2.434442425262519846e-02 2.118731298879121538e-03 -9.668188802477283017e-02 5.132400394526624027e-02 -5.929356656619807348e-03 -2.061160809748467659e-02 -7.978763573213004667e-03 1.777738554782793551e-03 5.773825842587941570e-02 4.787663279016923443e-03 3.631812773758610891e-03 -7.942734984528367070e-02 -7.175124701321625512e-03 6.554273002020161165e-04 1.280984029305140548e-02 -3.987037499611021524e-04 -7.534013972455780826e-03 6.199003515567208522e-04 -6.685549284473921161e-02 -9.458539797241534430e-02 -6.137481498174784597e-03
1.869285562127901562e-03 6.423876999128041998e-02 -9.850940117618754710e-02 7.517049751124818546e-02 -7.557768948300157275e-02 -7.456242097652830692e-02 5.033534989282108588e-03 4.856883664929884797e-03 -3.649402656801708014e-03 1.409457685869837731e-03 -7.761338510030138527e-02 -8.229085705418984209e-03 -8.717712814367950536e-03 -8.353442264708138207e-03 -8.246447025094348973e-03 -4.380810562628588423e-02 -5.903483548763951982e-03 6.828793768792972008e-02 8.090207168777956148e-02 6.429339433707510071e-03 8.349422779884926871e-02 -8.382129341896299435e-02 3.190732337004051344e-03 4.935863992849238296e-02 -8.938782011157919358e-03 -4.599212953912835966e-03 3.125053325231276838e-03 -9.170386396170071563e-04 7.665400881729903665e-03 -2.254042554600016804e-02 -9.402244659175686831e-03 6.717693664119450681e-03 6.241168409858526694e-02 -4.625007706549775707e-03 7.904539760857100250e-02 -3.411766237504240684e-02 8.709422996026720820e-05 7.428506493884653311e-03 6.807185360528104912e-02 -4.584088953906278671e-03 -2.045646247251315698e-03 8.302429467991197937e-03 9.602064198955713448e-03 -1.042563554621685484e-01 7.925749580833749142e-02 -2.792945790282476415e-03 3.830637858632796391e-03 1.280866618887063421e-02 -9.293154370405624226e-03 9.262004035557960813e-02 8.141802693842029037e-03 5.749232027258525252e-03
-7.365877501363715142e-03 9.563920289736335678e-03 3.639374369424087582e-03 -1.321145014290193292e-03 -2.377018267954107006e-02 4.139403078711543366e-02 9.359670266479555578e-02 3.046226885770880223e-03 -2.430816790230271029e-02 -5.330663805577752490e-02 7.870266812712616716e-03 -1.209444505427782930e-02 1.464308437446897732e-02 6.602834204557112702e-03 -4.528200913252915585e-03 4.700694013837136351e-03 -8.406263836078524745e-03 -8.156377920772617252e-03 1.710927426762817033e-03 4.078747477752728279e-02 8.557657876980795386e-02 1.691947079290427591e-04 3.830458643893824844e-02 9.263654275302662944e-02 -4.025259651297993096e-02 -2.674909374818022073e-02 -4.515255263653343218e-03 2.467550499341368553e-02 5.901052526793683708e-03 -4.801522006898425315e-03 -2.353639905302864176e-03 6.017230712024486394e-05 1.445330194720390732e-04 -4.533579820296287921e-02 -3.445381616339676656e-02 7.112497346150613992e-03 4.774399350470423867e-03 7.890716223340919766e-02 -6.352154415742029825e-02 4.801332869899863076e-02 4.403376371105713338e-02 4.980494404394514296e-02 -8.552951789712635866e-02 -8.027417120522578262e-03 -2.811003680246336109e-03 6.629257301479951625e-03 8.661236630615823384e-02 -5.509961213199729424e-03 9.418886181027152915e-02 6.474707582872926692e-03 -1.444393402854396435e-02 -4.167625941966120878e-03
2.096080300047348244e-03 1.245624724542841906e-02 -3.000225716098594425e-02 1.388694183279637340e-03 -6.504963776273013643e-04 4.217040585483361470e-03 6.403153539631827040e-03 -6.455355048091474673e-03 7.438587206351494896e-03 -4.832510941222849590e-03 -9.149383741377703494e-02 -4.497415751039756694e-03 -1.309623199906630869e-02 -7.919729778654019392e-02 6.941581918959530140e-02 -6.128273200700595086e-02 2.552874132553487399e-03 7.370269130747528208e-02 9.256709605405654545e-03 2.254895024329667437e-03 -1.039309964327794072e-02 1.645102153014429414e-01 8.208779681528677319e-02 2.684899131458435423e-03 -7.681610546628697689e-02 8.832510464699902530e-02 -9.461607381104552780e-03 -4.018888298101723835e-03 8.914826729808776606e-02 2.517651005515795376e-03 -1.808516133065692609e-03 5.076283448758689074e-03 1.452399100302158644e-02 7.009815003950572998e-02 9.002820304149335845e-03 3.156954405751705162e-02 -3.344896996614387524e-02 4.298818425465145837e-02 1.290305145470382019e-02 -8.632422562008714578e-04 -5.973937864695647026e-04 1.748530355826410573e-02 -2.369090983124404887e-02 -5.303800826810124713e-02 2.887601142295777648e-03 -1.216949659749131107e-01 4.770008155034929920e-02 -6.409974561145790131e-03 6.530630584504398817e-03 -4.361517825468732949e-03 4.157874837725877848e-02 -2.706576527703081700e-02
7.728238185246944641e-03 -3.073276330727111282e-03 -6.683628839938882821e-03 6.522789261624809681e-04 -1.910873458203409675e-02 -1.892515390735925382e-03 5.463129528576691693e-03 -4.115590129657110963e-02 5.855781696658079322e-03 -6.543328747611891830e-03 -7.788830485162373009e-03 -4.570402353279941210e-02 -8.873292932778698017e-02 -1.872987775701095980e-02 -8.131108043094291762e-03 -6.374981584624355921e-03 -2.120840124043092342e-03 -9.320745575358250698e-03 9.212515828110742766e-02 -3.206365085234048201e-03 -1.507741572083283466e-03 2.230710517700455753e-02 3.204187530364438832e-03 8.904629369848904297e-02 -2.627926087621627015e-03 5.605834806737732684e-03 -3.041468341768941569e-04 9.522422283803112786e-02 6.561092065741545160e-03 4.014419142348516628e-04 -4.263972238530873426e-03 -4.648448114126613878e-03 1.569809415826692658e-03 -6.369721229043145624e-03 7.588439312074088394e-02 -5.512530679453259141e-02 5.848962002907565072e-02 1.146165225479429603e-03 3.688434099980656550e-03 4.339938662783000140e-02 9.588745533202033822e-03 -1.436991631905745054e-03 8.118568743407782867e-03 8.443880102350486555e-04 1.292813982809453907e-03 -8.048816376924074201e-02 2.177170818920116588e-03 1.512168473146577319e-01 -1.160816176961602247e-02 3.673541664032053955e-03 -4.080344271322844038e-03 7.959134676949729259e-02
-6.684837616996752198e-03 3.773500110311628700e-03 1.163300147541049614e-03 -5.612762647783901479e-03 -4.625049024238234684e-03 -7.111765425815655406e-02 -3.515201659724860594e-02 -2.267631279978993969e-03 1.961235283550018943e-03 -9.264203221662137278e-02 -9.296519430343841775e-03 7.675005971486122819e-03 -8.791339005502339654e-02 3.912672062618511790e-03 -5.290749409379700251e-03 -5.090071557659095816e-03 3.236792078417170121e-02 -5.316128718842282400e-03 -4.503183524810730476e-02 -5.408492099249352647e-03 -2.285721488696572379e-02 -8.208892789741258078e-02 -6.376700867167195592e-03 6.399762313238060302e-03 2.229548267510147314e-02 -5.514516615465422933e-02 -5.153918605365605254e-03 -2.648169114668545016e-02 -1.508742622370889616e-03 1.069077581423343720e-02 9.410585522776801840e-03 -6.319394387906576704e-02 -5.792227801609194093e-02 1.002892992382708737e-01 2.676929932028691145e-02 -4.895235160747072288e-03 -1.701623225574393564e-03 -8.074855499104286252e-03 -5.702469720781790791e-02 5.389582100985695207e-02 3.235976558196053399e-04 9.700517710201379123e-04 7.537618201647732635e-04 3.605448608452301376e-03 -4.216379926137455575e-02 6.955165622431691563e-02 -6.404506302982426735e-02 -3.567104126659809138e-04 9.806745443571070198e-02 1.044098406667951298e-03 4.940790412996805964e-02 -3.434381081743007047e-02
-2.499451011450581558e-03 1.075047860027884272e-01 3.514998256679881250e-02 6.941801708891069678e-02 -6.269366897918529635e-03 1.163807691348864998e-02 1.541853069513560159e-02 5.935343258856945470e-03 -4.387125814477810248e-02 2.632457011080259479e-02 4.327570226784174107e-03 8.599791315624612242e-03 -6.795093318045737629e-02 3.151361103811497685e-03 -9.377374839193856892e-02 -6.134117744693666496e-02 9.997642522925502540e-02 5.932821352470601245e-02 -3.347111796013563928e-02 -9.125428910101787694e-02 -2.250976004313124529e-02 3.718406000271731043e-03 5.843373853977153545e-03 5.816353773595229343e-03 4.927784693747459810e-02 6.391991892909465456e-02 6.254337785890308476e-02 2.300619017368618971e-03 -8.101437424434541901e-02 3.253748429632259340e-03 -7.585204769861401096e-03 -7.368891540946227725e-03 -8.191488132845423098e-02 1.416285228471677628e-02 -4.792349738490044725e-03 5.175811004320607020e-03 -5.027762440779261904e-04 9.653384859996880230e-04 9.062725152044989740e-02 4.732551120523748739e-02 -9.693285369910054072e-02 -2.210306708954610719e-03 -8.642646091023131749e-02 -8.520331115700162036e-03 -2.780397336931409412e-03 -4.805628696638065966e-05 3.243353832777292473e-02 -9.550976099234187791e-03 7.270613293073138750e-02 1.374919547320278476e-02 3.210581172569618863e-03 -5.544837588877267465e-02
