-6.147784016138739538e-02 -2.278734765623022518e-01 -8.291214731895379941e-02 1.142998284169617906e-01 2.965316561160805109e-01 5.407003377673302857e-02 -8.892709113244906538e-02 -2.246843359342701532e-02 1.978091493614434621e-02 3.172764988681894271e-01 -2.332060524805847357e-01 -1.578423254616784233e-01 -8.435906974079729337e-02 -1.664150756705941314e-01 2.771018551833270283e-01 5.897944127509784085e-02 -1.255481605212466489e-01 -7.011454771871936456e-03 -3.145432426405377763e-02 -7.710503569114275646e-02 9.605883512014033732e-02 1.658886675516272335e-01 -2.572329962868225572e-01 -1.271934542534663148e-01 2.064698953495564537e-01 2.841370488304325800e-02 7.701662100926388865e-02 -1.838024964451288601e-01 -1.321514719071252286e-01 -9.765837714255380664e-02 3.183139527716741246e-02 1.054906102537900431e-01 -9.683707231198912524e-02 -1.833905648160280011e-01 -4.386341914815655718e-02 1.383468279411867174e-01 -2.217799308008908676e-01
3.117711622432364771e-01 4.260096283561467384e-02 5.752373353357107671e-02 -1.775858443593214542e-01 -3.905560428081368725e-03 -1.274885697515522054e-01 2.213481046529854335e-01 1.311090439883800807e-01 4.360457495012281387e-02 -7.247780533912860645e-02 1.774100473728619856e-02 2.178016813738210822e-01 -9.005014822205084646e-02 6.272166931936712375e-02 1.085183231174107754e-01 -1.889146649995340488e-01 -1.794601478568752517e-02 -2.268910302867628292e-01 1.002767131240224069e-01 -7.980365757115506775e-02 -1.041543648377714348e-01 7.534529425871965003e-02 -5.583663754038287186e-02 8.130214335016380800e-02 1.859477254350857256e-01 -3.672065879359587282e-03 -9.412859518416043236e-02 -2.207978643291413079e-01 1.015686068197665937e-01 3.252319264217816697e-01 -4.467316899453434298e-02 1.019205837599575504e-01 -7.457184059883727179e-02 8.391524424466834109e-02 -1.641741296826055296e-01 -1.468613708516174898e-01 -2.696541456283610763e-02
6.746150117696332604e-02 -1.060681864995303980e-01 -1.000046290139325472e-01 1.885454224893168829e-01 2.202073858662274841e-02 -1.773022976605921619e-01 1.306308334105145130e-01 1.206572440700953569e-01 -2.610049669917557935e-02 -6.112800230009114016e-02 -2.727723131419541869e-02 -2.803946658393373648e-01 -1.768302407611130611e-01 1.205599141103349120e-01 9.629633694033315483e-03 1.865663672666486583e-01 1.263453574046190520e-01 -2.648257788699531073e-02 9.372028443763304184e-02 5.790058343627692977e-02 1.572020416159379819e-01 -1.059042369870622086e-01 2.478242270601221375e-01 1.637833119093558831e-01 -1.584031112226321758e-01 1.029083481281265894e-01 -1.546723464247788116e-01 -1.056467493062754892e-01 -7.056076200499966644e-02 2.986313479043172237e-01 8.088480547277282842e-03 -1.271582893719081508e-01 7.048321189330389314e-02 8.417862319653435232e-02 4.291582860044818731e-03 8.180105086318641139e-02 1.881535756411621685e-01
-7.167515663545034887e-02 1.811421552014231828e-01 2.116366783780879168e-02 -1.653286767435232507e-01 4.398847488892762558e-01 5.461213554008462895e-02 -1.254472940220035249e-01 3.861017424116746644e-01 8.121864136898535036e-02 7.181952588783430125e-02 2.626890778958832495e-01 -1.150741402819120685e-02 2.183268414394514967e-01 -1.612289895313195331e-01 -2.241461244557936550e-01 1.158402355668722711e-01 2.060619349078154916e-03 -3.107689120926352411e-01 -1.536167964206759939e-01 -6.804637366947546839e-02 -2.291295820459987587e-01 -2.212486625790892059e-01 4.114662244084604792e-03 -1.204458881191873554e-01 1.291505917785971680e-01 2.111262814676409701e-03 1.022891235024456641e-01 -6.418800805886880345e-02 1.104289471198952599e-01 6.562463151943306872e-02 1.475407146944845149e-01 -2.327468347029418641e-02 1.867810156946036748e-01 -8.597893383708915538e-02 4.090994560250998946e-02 1.715596277002030545e-01 6.781822346264294865e-02
-1.424372914930704392e-01 8.708255427407157745e-02 -1.055995967897297577e-01 7.146552455421301131e-02 1.807914697933812043e-01 2.202268491843780984e-01 1.345683732205023853e-01 -3.961588104586807879e-02 -2.629926787215845774e-02 -1.693000956443923011e-01 6.302212744423145441e-02 1.645313119698071092e-01 2.573762456506911711e-01 -2.260983188003516317e-02 2.703431176242207870e-02 -7.249450229020293346e-03 -2.833139903262055226e-01 -5.444515043431511631e-02 -1.516635136664067907e-01 2.088327857537526644e-02 4.108137841207849805e-02 1.432426383547666104e-01 7.613580183355334041e-02 5.261652667157912244e-01 -5.081823129919230131e-02 2.807582368273446941e-02 1.039473674272588938e-01 -1.670551381211263786e-01 2.612420289585728472e-01 -6.510324119989911729e-02 1.336022357754054202e-01 -3.975419457855340621e-02 -1.769905420048924760e-01 6.759972807697847696e-02 8.720646743687171520e-02 -1.502588510250798537e-01 1.167793569745032012e-02
-8.393759887156967969e-02 1.415707880935013728e-02 2.314043320291521710e-01 2.884008382369891710e-02 -2.235739993102353607e-02 -2.398924584165808283e-01 1.985604477204254148e-01 1.619998219511193938e-01 1.842258408996524377e-01 -1.166777805537198981e-01 1.545640193882101554e-01 -2.907655449273253145e-01 5.870610477858470566e-02 -9.019517835401549832e-02 -1.599685915601951891e-02 -4.528741548160428870e-02 3.317161836517860257e-02 2.044977058843655549e-03 -2.521680431036481540e-01 -2.485514999775011169e-02 -2.449768918185206701e-01 -5.444585545268181351e-03 -3.237311373728089803e-03 -1.914686501154551634e-01 -9.906697563035020415e-02 9.493968138750855101e-02 -4.284643359311908484e-02 1.483537325425216824e-01 1.137490473859288989e-02 -2.299379223058790056e-01 -8.762496134650882285e-02 -4.880204776749295925e-02 9.218082494859468345e-02 1.558083158546486914e-02 6.812174213159101488e-02 1.306200647026406654e-02 7.330597811355037130e-02
3.030534137283538362e-02 3.395996418314287668e-01 1.937127349794329212e-01 1.025025929025246835e-01 5.880938657941833098e-02 1.890829695056438914e-02 9.466912752893089089e-02 -2.141336828584802510e-01 -9.674251432797419115e-02 1.860045181914262921e-02 4.922599751174769334e-02 2.171200679083578333e-01 2.178029910287185289e-02 3.156709213906895399e-03 9.271977703814933414e-02 2.369325220451827252e-01 2.466646153395415583e-03 -3.092286406692388856e-01 -4.835430687515344939e-02 4.094173033052483923e-01 8.326401761265209145e-02 -2.839831486399930216e-01 2.324853713640838704e-01 -1.432971332510827867e-01 -8.153600021628544525e-02 1.755545515752777661e-02 1.816831685980059563e-02 4.828365812346160912e-02 -2.171786970456542343e-01 -6.670480222316044205e-02 1.280108730213697921e-01 2.020470813713430847e-01 -9.851748586051287115e-02 9.043631196307529152e-03 -6.206507221159835580e-02 1.007980541286141243e-03 2.355406451238074850e-01
-1.253251046649937195e-01 7.719533285423460511e-02 5.125789858134066623e-02 8.205704575398853340e-02 -1.577259029965072945e-01 -2.522715343956103973e-01 6.546051012598107233e-02 1.966922582177577650e-01 -1.561211118209494542e-01 -2.141997842898219206e-01 1.793232031603662902e-01 -3.752302805314754880e-02 -1.469392533057301276e-01 -1.642174451641906230e-02 7.318004400751593197e-02 -2.641798269380594699e-01 1.342238837205061985e-01 1.949426933436619602e-01 7.875547686431765004e-02 4.413840752322342742e-02 2.501867023575740090e-01 -3.739538977079345794e-02 2.115908556958567138e-02 2.372829725840144149e-02 -2.625525003552146575e-01 -1.381253961090212479e-01 2.001746313933092658e-01 -2.460523997578221989e-01 -3.016588449630365210e-01 -1.830674379519222073e-01 -1.386025613375251216e-02 1.022323087409920672e-01 -2.192900021945568684e-02 1.446965773530342614e-01 4.043519504425477362e-02 -3.588317144690542082e-01 -2.868244409489102698e-02
-1.690230369189816284e-01 9.599556228479430575e-02 -8.517639314888614255e-02 1.457986372140263609e-01 3.784491545840588944e-02 1.197238653122812274e-01 6.879269804954776801e-02 6.293308329474880947e-02 -1.330791471044022178e-01 9.104674939689007263e-03 -2.606950244233778580e-02 2.118896575874587573e-02 -1.700801233435788040e-01 -3.132318559129567692e-01 1.237877137308677072e-01 2.232885605458522216e-01 4.695208114415179435e-02 1.701459905079569790e-01 3.965595651224342044e-02 -1.502285966827050963e-02 2.247027694184797891e-02 -8.399456114319217570e-02 2.688225460414397222e-02 -9.784687381864655420e-02 -4.208794957722965940e-02 -9.070888481839464723e-02 1.098716130477637859e-01 -5.443530640572150775e-02 -4.833971578003429248e-02 1.564415601487777474e-01 -7.589746448628455211e-03 1.084874455940129795e-01 -8.947249508692609044e-02 1.057133114520125844e-01 -3.741364991687110703e-02 9.611815890112321292e-02 1.646043163159363054e-01
2.208102288690924619e-02 1.592144311973442139e-01 -1.067207828563236094e-01 -3.324017695411847495e-02 -3.690989875311417173e-02 -4.560693509698966752e-02 -9.770581116148556455e-02 9.782466712135949594e-02 1.524846671090184513e-01 5.115286283342737605e-02 -6.010615856431944515e-02 2.200458867281106790e-01 3.028936265096610070e-02 -2.611811172462953912e-01 -1.538810564101571743e-01 2.735386212640064305e-02 -2.468163834549294278e-01 -1.725625345139663036e-01 2.122863500519338309e-01 -2.327805798099739087e-01 5.510280169236811409e-02 -1.754903210586808426e-01 -2.216588799582107916e-01 1.033277963184071890e-01 -2.807946080275759426e-01 -7.707061518422391247e-03 -3.542088819822568069e-01 -2.919947303874002031e-01 2.463322744241436546e-01 9.486814930090242681e-02 -5.884373437969853127e-02 -2.586862815877002952e-02 1.253905344213470108e-01 1.284660445954470820e-01 -1.609151135678584255e-01 1.057056038946777299e-01 3.915876233779223142e-02
