3.672624031502867981e-01 -1.896377500996173915e-01 1.841711398410920408e-01 -8.714911964824265111e-02 -6.274830814229347131e-02 -8.948019109280477834e-02 5.706632221459208010e-01 -2.055030426764136928e-02 3.380751446845592367e-02 3.810325638387532798e-01 -1.938987810628708952e-01 4.777358120888776372e-02 6.689139342595902260e-01 -2.015315813586444071e-01 8.041754837329992411e-02 5.551923507617315678e-01 -2.058936161432008971e-01 3.430185448093944073e-02 3.224922733710325895e-01 -2.052155826584843301e-01 2.699012976708361489e-01 1.671239233266149649e-01 -1.034451848253226947e-01 2.508467491494020818e-01
-1.002868518428626232e-02 -4.099151828950922671e-02 4.299984082010284148e-01 1.137430011927275664e-01 -2.954547567725384072e-01 2.073300430053061361e-01 9.772278816364506071e-02 -1.936244903566278208e-01 3.344567235014814788e-01 1.526604575389836627e-01 -5.797537985360548540e-03 -3.547411763236586746e-02 -1.300540871141843413e-01 4.852629222630896466e-01 8.186235965609478527e-02 3.410685775201702796e-01 -1.046907038995796707e-01 4.240156986649026294e-01 -2.837687536893648832e-02 3.689933149115158240e-01 -1.924367130774462531e-02 -2.277187681557713006e-02 2.492943755491620061e-01 -1.765104099561607409e-01
2.068456172356652745e-01 -1.333273037144420692e-01 -1.274325087818939037e-02 -3.734522572485063918e-01 7.547027594309999032e-02 2.932630679845104060e-01 -3.193154742379903377e-01 -1.126958533496834336e-01 -1.529204745092101470e-01 7.341279709831302625e-02 5.055225216226615359e-01 1.710328978016077139e-01 3.693647965200130834e-02 -1.013676901682480647e-01 -1.993811378083744923e-01 6.561720617738872607e-02 -1.215710561705080350e-01 -1.891027150044513883e-01 -9.151013108375098681e-02 1.255968405658138276e-01 3.454234670325623258e-02 -5.659480564026426741e-01 1.241848343071961236e-01 1.806501763056412302e-01
4.160651115413702694e-01 -7.084810234205732304e-02 -3.786547222717495664e-01 1.116160940491816439e-01 2.900726599723624233e-02 -2.092828897490768836e-01 -9.252661679690554752e-02 9.003961847196814694e-02 2.574391779974081196e-01 -2.101622582166837172e-02 1.936943729832770467e-01 -4.294531553662350731e-01 -3.350807660565380264e-01 -1.141752069722411222e-01 2.826809817582137119e-01 -9.109317246509732180e-02 -9.888265909502585993e-02 8.743242050326685555e-02 -5.794683756467975400e-01 2.645212832736607567e-01 3.563260176763534681e-01 -2.090653396549395082e-01 2.013465029531567030e-01 -1.069594653557126018e-01
1.403123338109355800e-01 -3.846479363320672862e-01 2.152002972878575005e-01 1.293352702515292441e-01 -1.191997120363353369e-01 -2.741988949518713858e-01 2.937619994215732722e-01 -1.290782885510809441e-01 -2.646396024080064358e-01 2.867935641133485813e-02 -1.394723252730144247e-01 -1.196880304281891516e-01 5.082124288226759212e-01 2.188388438374432865e-01 9.816601683283071589e-02 2.301081395807760555e-01 3.242137322740924477e-01 -2.896538721358015711e-01 -7.072037663464922352e-02 -3.593641943751666457e-01 -9.513870404250938939e-02 -9.928118706591271270e-02 4.575420217669828871e-01 3.615731987706986006e-01
-5.888279262016826027e-02 -3.951315897798362564e-01 -4.792998773351487829e-01 -2.449219759068874958e-01 -7.346477087096708880e-02 -6.497076260220308042e-03 8.091292338785173455e-02 -4.208159350986158120e-01 1.307100679023805723e-01 -4.362124243759445408e-01 1.780910998303925075e-02 -1.437422532175072765e-02 5.476643037732764618e-01 -1.638401195041777059e-01 -2.845914574216857895e-01 -3.180529086987307075e-01 4.246510459307576424e-01 3.994923280754524852e-01 -1.066705812509540913e-01 4.629471822821684679e-02 1.339865031904879933e-02 -8.929215450056071646e-02 -1.470276477049930197e-01 -1.479015677164487730e-01
2.843074052396362683e-01 1.139805960799009643e-01 1.652052356176772763e-01 7.110530933378035601e-02 1.177997519732496973e-01 -2.519216704398359874e-01 2.572021045388186433e-01 2.311068064536583866e-01 3.585595044335269099e-01 4.293676406223783104e-01 -3.260761188530362231e-01 -5.507697261904995201e-02 4.635573557373264264e-01 1.321586754046726875e-01 3.806626642663263338e-04 4.525453370879668480e-01 -6.540006474691979765e-02 -6.160381015042856734e-02 -7.332196044498853760e-02 -1.128576348842250388e-01 6.549260524636671410e-02 -1.198960068481439434e-01 3.255989799032091847e-01 4.437354009535469934e-02
2.019528519603980971e-02 -6.025327548081009787e-01 -1.751317026525183451e-01 4.358068950117052753e-02 2.254661832281842915e-01 -6.580656854655231314e-02 -6.401762411185749069e-02 -4.355879632173353944e-02 2.934592284509502380e-01 1.459568902872387386e-01 3.803278025054770972e-01 -5.257695889942527456e-01 6.331600551623591810e-01 -3.363596666555462855e-02 -2.137635735012051452e-01 1.928570700754872747e-01 -2.443942684546387967e-01 -1.199508156867181152e-01 -2.855544547204893480e-01 -2.072177053194944607e-01 1.036471252324671077e-01 -5.516029293226425156e-02 -2.645881760281758588e-01 2.513944483035602806e-01
2.442218473039241833e-01 -4.237615019463941701e-01 -4.541671902270593142e-01 3.563278672747054177e-02 1.212855809132361712e-01 3.248076570675685615e-02 4.625240625137599926e-02 9.852178969521065144e-02 8.463599560948389944e-02 1.243306479453709923e-01 -1.045694739093062375e-01 -3.425603943674363494e-01 -2.569396484779734591e-01 1.788831597729074740e-01 -1.691159556896818517e-01 4.780488245373497591e-01 1.681134521158266226e-01 -1.021692382355591233e-01 -2.915452395528964069e-01 -1.456610821655203725e-01 -1.424877427324734713e-01 3.131061278401146841e-02 2.932768405541772427e-01 8.330532388105024721e-02
-1.884735254410393468e-01 5.345892282511754967e-02 -2.454317595866530310e-01 -1.882133830875035441e-01 2.152923469503161824e-01 -1.142887529364698673e-01 -4.537403275820001136e-02 -6.442299578840837704e-02 3.005851148237818626e-01 2.741155391088341275e-01 1.997332637214039586e-01 -4.255784510873542592e-01 5.737343520433991761e-01 -2.969537242981615255e-01 -2.233852272504215364e-01 4.620553829368454490e-01 6.727128308045465799e-02 4.217766631685751499e-02 1.363234459005610577e-01 2.863740840034663671e-01 -2.706047047920045467e-01 2.182044667084097611e-01 -3.616906844328221515e-01 2.944997233917431290e-01
