-1.740098387030222099e-02 4.756870419069900158e-02 4.849639117520600229e-02 -5.357104679808025877e-02 3.163868852402408616e-02 4.795915249647145218e-02 -5.414959616826444527e-02 5.238615692425029058e-02 -1.599348030078973776e-02
4.341844122008906015e-02 8.489618686075561804e-03 -4.650349160809857246e-02 1.042618008184009737e-02 4.797098263246696304e-02 1.820266266515571663e-02 4.794913723304171371e-02 -2.510138413285505424e-02 -3.703250598714896702e-02
-3.139573150379300348e-02 3.276668597229165369e-02 5.591216409995776460e-03 3.367652795777394126e-03 3.977662830650180448e-02 9.614597892059595363e-03 1.392233911815006497e-02 1.158688744767967516e-02 -2.715462369382188115e-02
3.820331329671063092e-02 9.548740695468349582e-06 3.133074359087878458e-02 2.060148759744531710e-02 1.130872697647321290e-02 -3.045675949336135169e-03 -5.078203083417601876e-02 2.171402526224060214e-02 -2.600912171882151236e-02
4.052567476367709143e-03 2.233963974647340534e-02 -6.497953972272346723e-03 -2.278481749633236297e-03 -4.468897546311517005e-02 -4.132452170642779421e-03 -3.037143308033085284e-02 -3.557704616399598452e-02 4.029687085125407964e-02
-3.256477002381527597e-02 4.324205619729948324e-02 -4.957333145726896401e-02 3.580999733900955273e-03 6.039847698151801225e-03 8.418608132170199432e-03 5.181933487181475395e-03 1.319824718656582851e-02 -1.171185899641212502e-02
5.046255628967985518e-02 3.400350185585648832e-02 -6.311031274205708419e-03 3.439063806498587894e-02 3.345639658399898742e-02 1.808642279565939037e-02 -3.230781512018061907e-02 4.291054635612898127e-02 3.287599476613968508e-02
-4.838967247283454398e-02 4.949537414407145786e-02 4.384369229390033817e-03 1.879881516370815464e-02 -3.055789533609373776e-02 4.448765120335818057e-03 -4.133098675179812387e-02 -1.999902405213069279e-03 1.217507092562958304e-02
3.722581542267790200e-02 4.527716049020022449e-02 -4.546594265929135292e-02 1.527325500026359417e-02 5.374621057018469372e-02 3.327739969856967350e-02 2.912572782363259671e-05 -4.754198008683796495e-02 -1.494873412412134339e-02
-1.761324256560503621e-03 -1.388496013450500610e-03 3.770564796577993705e-02 -3.387115647490638454e-02 -8.953149253600634072e-03 -1.529580895867788809e-02 2.132422200471159601e-02 5.414131918966733070e-02 4.494220318857519714e-02
3.405857621412806957e-02 3.690072461588296548e-02 -5.359745078243354638e-02 4.384320337692780567e-02 -8.406632558766446994e-03 3.867725581415690228e-02 7.676697169007165589e-03 2.775330325819355681e-02 -4.078229103417298912e-02
4.762737835028094113e-02 4.055565015087667091e-02 1.508895251445244168e-02 3.369382091325900941e-02 -2.336105038605832546e-02 -4.841042908144782553e-02 -5.112520502951056756e-02 2.746921087817404128e-02 -1.234694734717420306e-02
-2.274105855956450040e-03 -1.169193294645942682e-02 -2.932482909924396391e-02 6.518985121482516465e-03 4.599109082019640915e-02 4.359357871314167854e-02 1.660513139281438733e-02 4.960194413645677147e-02 -4.076631720357595107e-02
-5.291422694406305166e-02 -5.162144540898206541e-02 5.085922035776704875e-02 -1.948707754430249045e-02 1.697669473577231858e-02 -3.407122403617535156e-02 4.569896601464759622e-02 -1.367368277775741353e-02 -2.094017129881883821e-02
1.890806377391900106e-02 2.510507210908077824e-03 -4.978588493549457317e-03 5.393573833485619529e-02 6.496366410580420303e-03 -4.571147511687530252e-02 3.126457956752388967e-02 -3.330255383723229601e-02 6.548861547287378182e-03
3.035814735792856378e-02 -1.373754438320118343e-02 -1.541356274173841245e-02 -1.926285537616495569e-02 -2.187241522714789693e-02 5.200254503175447129e-03 4.176506655590099537e-03 2.540901165822624652e-02 -4.388428502292669731e-02
2.974822135592250505e-02 -3.222506447586732936e-02 1.739694407235439777e-04 -2.709339331617352520e-02 9.608279509627268289e-03 -1.266261184084821467e-02 2.089602565585026162e-02 -1.201367519046492999e-02 -3.666747422013157121e-02
4.987217552958725375e-02 -3.779093460809249128e-03 3.856253718184479706e-02 -3.273194998840879555e-02 3.212906460240444462e-02 2.458645622765501249e-04 -3.177257154420715102e-03 8.582954338804391070e-03 1.064630109676144298e-02
2.915697907216938112e-02 -7.028926375445075647e-03 -3.359447488565758810e-03 -4.820826480676743825e-02 2.518870416359650366e-02 4.445397482555381308e-02 3.474419919766535969e-02 -4.814127237382379021e-03 -4.814197242613605515e-02
2.061137093563383815e-02 4.092379688479472200e-02 7.907573491867395110e-03 -3.230045866054146592e-02 -1.623123109855846569e-02 -7.163757937098058637e-03 -9.463770972756732625e-03 -4.799593997137348300e-02 -2.141824093071170720e-02
1.648710367516681430e-02 -5.350343209151370294e-03 -2.271104348597532269e-02 -2.502581201249955839e-02 -9.817164756259759428e-03 -5.139732041709590277e-02 2.431438412779374225e-04 -5.496279300789184974e-02 4.203890492841640125e-02
-4.715587953311418251e-02 -4.517593930153988857e-03 -4.984912309170072553e-02 -5.063586936635713215e-02 2.978862120541202196e-02 -5.236032531877232721e-02 2.298879749542595552e-02 3.088994016540086429e-03 -5.245063369212774051e-02
-1.589169406354506986e-02 2.868105248614374880e-03 -1.638734788695915545e-02 1.185268417553708709e-02 3.731368680059521381e-03 -5.071967019906328811e-02 2.400587282656671539e-02 1.903820782615757434e-02 4.035172177282339567e-02
