1.968791646916691618e-01 -4.694353196056844646e-01 1.411281701818221657e-01 9.858737165228136090e-02 4.230805439585696992e-02 -5.372352009469231193e-01 -2.676330112521679849e-01 2.563867994466654254e-01 -2.359022336368007955e-01 -9.435444575188893512e-02 -6.639637243228169172e-01 4.637241188530414338e-01 5.260161565192633670e-01 -6.011931135122955405e-01 2.637641562726947830e-01 1.904150868034070188e-01 -2.145478220672821790e-01 2.388336719867316382e-02 -6.607620232407663829e-01 -2.687233686693745738e-01 -1.451079915814481869e-01
2.569879454682905476e-02 4.889866830369684614e-01 3.538980934672779077e-01 3.265235748936930193e-02 -1.815976468829450796e-01 -2.224099097240091472e-01 3.214749940695251773e-01 -9.647150008228957963e-02 5.638199940571991808e-01 1.006851838655402342e-02 -1.086747046011842140e-02 7.079592395074377209e-02 -2.670175047243328673e-02 3.318058773444406695e-01 -2.810696518935011656e-02 4.343673869500168094e-01 -4.464439689577580639e-01 1.866038255404234569e-01 -3.629877063731808129e-04 -3.718728320972506385e-01 -1.700932315215649970e-01
-3.908861873661943070e-02 -8.773935801152137059e-02 -3.499928128138345973e-01 -1.112124624814139345e-01 -1.040383103008881288e-01 -4.343365059589904820e-01 2.933797171073635433e-03 5.599655341120099439e-02 -4.530632133498934677e-01 2.824985316409099889e-01 -6.453706361978532868e-01 -3.133871831422607723e-01 -6.128780129943476318e-01 6.253108024968878631e-02 7.365553562520646969e-01 2.897332358280647058e-01 -1.171437224299289558e-02 -1.125062168422428011e+00 -1.746733012286125208e-02 3.349607918917149041e-01 5.688383827900442280e-02
9.947300512904780345e-02 -2.242726388566802509e-01 -6.686469879408041272e-02 3.391995272402105743e-01 4.085376039998647180e-01 3.023263114938022911e-01 5.489590181663564494e-02 -5.172568010945896022e-01 -5.643224787141071230e-01 -6.867635044975155256e-02 5.088743287247164959e-01 1.339505073984369188e-01 2.920037551288738320e-01 6.762223360045630516e-01 -6.113342911852233108e-01 7.005035880853059949e-01 -5.187992095533829895e-01 -2.970819884253280141e-01 4.332459549440562108e-01 -2.601432050694627018e-01 -3.470356856088165354e-01
2.708418545960429857e-01 -3.715406958305654261e-01 -1.075561741086872164e-01 -3.661713810292165361e-01 -5.495412778932802222e-01 -3.781311330385279112e-01 2.330776074666240372e-01 7.574988537125683374e-02 2.800933986337805215e-01 -2.734671690793678556e-01 -4.328289873975360025e-01 -2.195101479315593740e-01 5.716739413735923148e-02 -5.280830818065740395e-01 1.281396416310500719e-01 1.822813842415614213e-03 -3.310586048094821821e-01 -6.621054774521738517e-01 -1.162089952960883854e-01 -1.837261383927266678e-01 5.482172344002872455e-01
3.802806821824735173e-01 -6.892867689259170316e-02 1.609565666962533281e-01 -2.440186905044572918e-01 4.125432820973310988e-01 1.594639212081855606e-01 -2.447658201685426194e-01 -4.857953041363778368e-01 8.135106629399582734e-02 -3.972262453731905119e-01 1.937004041427734247e-01 -2.513034396739912135e-01 -3.649663864977220964e-03 2.441923447549168569e-01 -1.049527341067777869e-01 2.739636172301303518e-01 -1.035276034989269928e-01 3.973410830492087042e-02 -2.679593331685943269e-01 -5.585721373473612195e-02 9.212297783274336904e-02
5.188525928241232155e-01 -7.272380632234868303e-01 -1.848248476431993415e-01 -2.418971644707792745e-01 -1.379557334022754322e-01 -6.898981194894440172e-01 5.054195585730206774e-01 3.107498493075240842e-01 6.723829023403128657e-02 1.071611288215142954e-01 4.003631280593028530e-01 -3.260211940457390933e-01 -3.663973389006570658e-01 -5.937152533726790526e-01 -7.255468794538522115e-02 4.297709934338129201e-01 5.343570591172361328e-02 -2.069704737624276925e-01 1.124872684162371433e-01 -4.701631190534080740e-01 4.859011406991542992e-01
-1.436121690134296025e-01 1.727484484304227241e-01 -1.660242937338021196e-01 1.207716669980753860e-01 -1.490274564759626885e-01 2.083215922149864452e-01 3.162438599019119084e-02 -2.207735902908924686e-01 6.027626159901986469e-01 -5.054864042726625595e-01 3.990025877312731173e-01 4.448380653265815443e-01 5.274869919045915845e-01 -1.978952151864601383e-01 3.783941223798139575e-01 3.698910641740193461e-01 2.012583311415851867e-02 4.998415263847250101e-02 6.034840188310334197e-01 1.669953960087899314e-01 4.830039415529573943e-01
4.997687962300728648e-01 6.424651935019820570e-01 -3.919477063480230061e-01 -3.114993660170300438e-01 7.549017506685719026e-01 -2.990550004608930612e-01 3.129264584103237934e-01 2.134484627093715114e-01 3.162247511827370738e-01 -5.691590260229046905e-01 4.462280582726217970e-01 1.324770038977840236e-01 5.167993746259292864e-01 -4.571344526698138400e-01 1.130767514344765828e-01 3.119675516217516043e-01 -3.908660585860152664e-02 -2.179878270798376594e-01 -3.030040497826774204e-01 3.837640612315743605e-01 -1.911730383863253224e-01
-4.857668310815441148e-02 -3.195909445331128473e-02 3.938256945600931980e-02 3.298006967581078586e-01 -6.058204728299981107e-02 -3.663477736970645049e-01 5.856672414451963293e-02 -5.913175130348690134e-01 3.231216073170472547e-01 5.460359621344439418e-01 -2.650831547851794645e-01 -3.412227019548388918e-01 -4.979606549909521562e-01 9.826834845570768528e-02 5.423711006279984259e-01 4.999484583097100199e-01 5.449370629128146293e-01 -3.610673611319945714e-02 1.376039639832702111e-01 2.999757295729978956e-01 -3.276716749788718963e-01
